orgpin,accountid,description,glrollup,lineitem,predv07
3163,306,I-P-TENNCARE-BLUE CARE,ROC,Revenue - Inpatient,Revenue - Outpatient
3163,307,I-P-TENNCARE PENDING,ROC,Revenue - Inpatient,Revenue - Outpatient
3163,308,I-P-GOVT OTHER,ROC,Revenue - Inpatient,Revenue - Outpatient
3163,309,I-P-SELF PAY,ROC,Revenue - Inpatient,Revenue - Outpatient
3169,1551,I-P REV CHAMPUS,REVENUE,Revenue - Inpatient,Revenue - Outpatient
3169,1552,I-P REV MEDICARE,REVENUE,Revenue - Inpatient,Revenue - Outpatient
3169,1553,I-P REV MNGD MDCR,REVENUE,Revenue - Inpatient,Revenue - Outpatient
3169,1555,I-P REV HMO-PPO,REVENUE,Revenue - Inpatient,Revenue - Outpatient
3169,1556,I-P REV NJ MEDICAID,REVENUE,Revenue - Inpatient,Revenue - Outpatient
3169,1562,I-P REV SELF PAY,REVENUE,Revenue - Inpatient,Revenue - Outpatient
3179,872,I-P AR-ACUTE-MC,,Revenue - Inpatient,Revenue - Outpatient
3179,873,I-P AR-ACUTE-MX,,Revenue - Inpatient,Revenue - Outpatient
3179,874,I-P AR-ACUTE-OG,,Revenue - Inpatient,Revenue - Outpatient
3179,876,I-P AR-ACUTE-BC,,Revenue - Inpatient,Revenue - Outpatient
3179,877,I-P AR-ACUTE-CI,,Revenue - Inpatient,Revenue - Outpatient
3179,878,I-P AR-ACUTE-OT,,Revenue - Inpatient,Revenue - Outpatient
3179,879,I-P AR-ACUTE-SP,,Revenue - Inpatient,Revenue - Outpatient
3194,2,411010-Patient Rev-I-P MDCR,,Revenue - Inpatient,Revenue - Outpatient
3194,3,411020-Patient Rev-I-P Blue Cross,,Revenue - Inpatient,Revenue - Outpatient
3194,4,411045-Patient Rev-I-P Commercial,,Revenue - Inpatient,Revenue - Outpatient
3194,6,411080-Patient Rev-I-P Private,,Revenue - Inpatient,Revenue - Outpatient
3119,5244,I-P COMMERCIAL REVENUE OTHER,2_DR. CLINIC REVENUE,Revenue - Inpatient,Revenue - Outpatient
3119,5246,I-P OTHER REVENUE OTHER,2_DR. CLINIC REVENUE,Revenue - Inpatient,Revenue - Outpatient
3119,5248,I-P 65 PLAN MEDICARE,2_DR. CLINIC REVENUE,Revenue - Inpatient,Revenue - Outpatient
3119,5250,I-P MANAGED CARE OTHER,2_DR. CLINIC REVENUE,Revenue - Inpatient,Revenue - Outpatient
3119,5240,I-P MEDICARE REVENUE,2_DR. CLINIC REVENUE,Revenue - Inpatient,Revenue - Outpatient
3119,5242,I-P MEDICAID REVENUE OTHER,2_DR. CLINIC REVENUE,Revenue - Inpatient,Revenue - Outpatient
3105,12827,R and B Non-Desg,010 PTNT. RE,Revenue - Inpatient,Revenue - Outpatient
2968,2565,ICF REV - MEDICAID,4100,Revenue - Inpatient,Revenue - Outpatient
1284,14187,Revenue MED A,Patient Revenue,Revenue - Inpatient,Revenue - Outpatient
2955,2267,O-P-OFFICE CONSULTS-CMM,Revenue,Revenue - Professional Billing,Revenue - Outpatient
2955,2268,O-P-NURSING HOME VISITS-CMM,Revenue,Revenue - Professional Billing,Revenue - Outpatient
2982,2081,Gross Charges-CRNA,PHYSSVCS,Revenue - Professional Billing,Revenue - Outpatient
2993,3198,HMO MEDICAID AMB PROF GROSS CHAR,NPSR - OP GENERAL,Revenue - Professional Billing,Revenue - Outpatient
3109,2421,PROF REV - PENDING ER,ER REVENUE,Revenue - Professional Billing,Revenue - Outpatient
3112,1854,OP PROFESSL REVENUE PMAS,OUTPATIENT REVENUE,Revenue - Professional Billing,Revenue - Outpatient
3112,4535,OP PROFESSL REVENUE,OUTPATIENT REVENUE,Revenue - Professional Billing,Revenue - Outpatient
3132,1451,Outpatient Revenue Professional Revenue,Outpatient Revenue,Revenue - Professional Billing,Revenue - Outpatient
3132,1454,Outpatient Revenue Other (PB),Outpatient Revenue,Revenue - Professional Billing,Revenue - Outpatient
3184,518,PROFESSIONAL FEE OP,PL-Patient Revenue,Revenue - Professional Billing,Revenue - Outpatient
3133,726,610705-LONG TERM CARE REVENUE,GROSS LTC,Accounts Receivable (Gross),Revenue - Post Acute
3110,845,C/A HOSPICE C/A,R,Contractual Allowances,Revenue - Post Acute
3136,560,SNF CHARGES,REVENUE,Contractual Allowances,Revenue - Post Acute
3136,562,SEQUEST SNF,REVENUE,Contractual Allowances,Revenue - Post Acute
3179,3437,I-C: TRNTY HOSPICE,,Long Term Liabilities,Revenue - Post Acute
1975,564,PHYSICIAN REVENUE,Contractuals,Contractual Allowances,Revenue - Professional Billing
3132,2416,Professional Revenue Other Contractual Adjustment,Professional Fee Revenue,Contractual Allowances,Revenue - Professional Billing
3136,493,PROVIDER LIAB OP,REVENUE,Contractual Allowances,Revenue - Professional Billing
2980,211,PROFESSIONAL LICENSURE,Professional Licensure,Other Expenses,Revenue - Professional Billing
3167,3309,Professional,Expense,Other Expenses,Revenue - Professional Billing
2053,1673,ADEX Nurses,SALARIES_AND_WAGES,Contract Labor,Salaries
2053,1707,Randstad RN's,SALARIES_AND_WAGES,Contract Labor,Salaries
2717,1874,Contract Labor-Speclty Prov,Salaries and Wages,Contract Labor,Salaries
2951,128,Contract Labor - No Class,SALARIES,Contract Labor,Salaries
2980,222,SAL-WAGES-OUTSOURCED LABOR,Salaries and Wages Outsourced Labor,Contract Labor,Salaries
2992,26997,BRIEF TOBACCO INTERV SALARIES - NONPRODUC,SALARIES - NONPRODUCTIVE,Contract Labor,Salaries
2992,65746,Salaries-Salaries - Contract,ISG,Contract Labor,Salaries
3104,435,Nursing Agency,Employee Salaries - No Job Fam,Contract Labor,Salaries
3104,437,Professional Agency Fees,Employee Salaries - No Job Fam,Contract Labor,Salaries
3104,445,Non Nursing Agency Fees,Employee Salaries - No Job Fam,Contract Labor,Salaries
3120,203,Temporary Help Services,Salaries Wages and Benefits,Contract Labor,Salaries
3127,2562,SALARIES-Contr Labor Physicans,SALARIES,Contract Labor,Salaries
3127,2565,SALARIES-Contract Tech,SALARIES,Contract Labor,Salaries
3177,490,PURCHASED LABOR-ALL OTHER,,Contract Labor,Salaries
3177,491,PURCHASED LABOR-RN,,Contract Labor,Salaries
2727,19772,Contract Lbr-Staff Travl Costs,Salaries and Wages,Contract Labor,Salaries
3105,27075,Accrued Purchase Service Labor,060 LABOR,Contract Labor,Salaries
2949,1053,Temp Help Clerical,6000 Salaries worked,Contract Labor,Salaries
1829,1047,A/R-PRIOR YEAR ACCRUAL,,Accounts Receivable (Gross),Settlement Deduction
2053,722,Prior Year C R Settlement,PRIOR_YR_CR_SETTLE,Other Operating Revenue,Settlement Deduction
2950,1339,Medicare-Settle Allow IP,Medicare IP Allow,Other Operating Revenue,Settlement Deduction
2950,1471,LA Medicaid-Settle Allow IP,LA Medicaid IP Allow,Other Operating Revenue,Settlement Deduction
2975,82,UPL INCOME,REV DED MA,Other Operating Revenue,Settlement Deduction
3169,1266,SHORT TERM DISABLTY,EXPENSES,Benefits,Short Term Investments
1246,13124,PROSTHESIS SUPPLIES,Supplies Expense,Supplies - Implants,Supplies - Chargeable Medical
1246,13127,PROSTHESIS GEN PLASTIC BURN,Supplies Expense,Supplies - Implants,Supplies - Chargeable Medical
1246,13128,PROSTHESIS NEURO,Supplies Expense,Supplies - Implants,Supplies - Chargeable Medical
1246,13130,PROSTHESIS UROLOGY,Supplies Expense,Supplies - Implants,Supplies - Chargeable Medical
1246,13131,PROSTHESIS ENT OPHTH,Supplies Expense,Supplies - Implants,Supplies - Chargeable Medical
1246,13138,SURG SUPPLY INTRNL PCEMKRS,Supplies Expense,Supplies - Implants,Supplies - Chargeable Medical
1246,13140,SURG SUPPLY TRANSPLANT ORGANS,Supplies Expense,Supplies - Implants,Supplies - Chargeable Medical
1246,13172,MED SUPPLIES PTCA,Supplies Expense,Supplies - Implants,Supplies - Chargeable Medical
1284,1995,Shoulders,Medical Surgical Supplies,Supplies - Implants,Supplies - Chargeable Medical
1284,4619,Corneal Transplants,Medical Surgical Supplies,Supplies - Implants,Supplies - Chargeable Medical
1284,6146,Ortho-Totals,Medical Surgical Supplies,Supplies - Implants,Supplies - Chargeable Medical
1284,7067,TAVR,Medical Surgical Supplies,Supplies - Implants,Supplies - Chargeable Medical
1325,2335,Transplant Organs - Harvested,Medical and Surgical Supplies,Supplies - Implants,Supplies - Chargeable Medical
1367,5193,Defibrillators,MEDSUPP,Supplies - Implants,Supplies - Chargeable Medical
1747,124,SPECIALITY CATHETERS,MEDICAL AND SURGICAL SUPPLIES,Supplies - Implants,Supplies - Chargeable Medical
1747,183,CARDIOVASCULAR TISSUE,MEDICAL AND SURGICAL SUPPLIES,Supplies - Implants,Supplies - Chargeable Medical
1829,844,ORGANS FOR TRANSPLANT,SP_SUPL,Supplies - Implants,Supplies - Chargeable Medical
1975,437,GRAFTS,Supplies - medical,Supplies - Implants,Supplies - Chargeable Medical
2724,2608,Spine,ORDEVICES,Supplies - Implants,Supplies - Chargeable Medical
2956,4149,Ent Prosthesis,Patient Supplies,Supplies - Implants,Supplies - Chargeable Medical
2956,4156,Spine Biologics,Patient Supplies,Supplies - Implants,Supplies - Chargeable Medical
1170,2066,Medical Supplies - Medical Supply Rebates,Spectrum Financials,Supplies - Implants,Supplies - Chargeable Medical
3104,4750,Cardiac Grafts,Medical and Surgical,Supplies - Implants,Supplies - Chargeable Medical
3104,4754,TAVR,Medical and Surgical,Supplies - Implants,Supplies - Chargeable Medical
3121,4422,ICD,( LAWSON - IS - Operating Expenses - Medical and Surgical Supplies ),Supplies - Implants,Supplies - Chargeable Medical
3127,2714,SandE-ICDs,MED SURG,Supplies - Implants,Supplies - Chargeable Medical
3146,2051,MED-SURG IMPLANTABLES,Expense,Supplies - Implants,Supplies - Chargeable Medical
3150,498,PROSTHESIS-GENERAL,Not Specified,Supplies - Implants,Supplies - Chargeable Medical
3150,499,PROSTHESIS-NEURO,Not Specified,Supplies - Implants,Supplies - Chargeable Medical
3150,502,PROSTHESIS VASCULAR,Not Specified,Supplies - Implants,Supplies - Chargeable Medical
3188,3465,BALLOONS-CORONARY,BILLABLE SUPPLIES,Supplies - Implants,Supplies - Chargeable Medical
3188,3466,BALLOONS-PERIPHERAL VASCULAR,BILLABLE SUPPLIES,Supplies - Implants,Supplies - Chargeable Medical
3192,81,Open Heart-Grafts-Supplies,Medical supplies and drugs,Supplies - Implants,Supplies - Chargeable Medical
3161,179,Neuro Intervntl Sply,DIRECTSUPPL,Supplies - Implants,Supplies - Chargeable Medical
3204,731,IMPLANTABLES - BILLABLE,OPERATING EXPENSES,Supplies - Implants,Supplies - Chargeable Medical
1496,4258,Organs - Cadaver,Medical Supplies,Supplies - Implants,Supplies - Chargeable Medical
3222,445,ORTHOPEDIC,Not Specified,Supplies - Implants,Supplies - Chargeable Medical
3105,7578,Prosthesis-Cardiovascular,090 MED SUPP,Supplies - Implants,Supplies - Chargeable Medical
2980,41362,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41367,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41387,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41089,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41356,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41357,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41358,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41359,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41360,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41361,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41393,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41390,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41428,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41864,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41090,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41091,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41092,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
2980,41421,Supplies - Medical,Supplies,Supplies - Implants,Supplies - Chargeable Medical
1496,4232,Bone Products,Medical Supplies,Supplies - Implants,Supplies - Chargeable Medical
1496,5992,Incontinent Supplies,Medical Supplies,Supplies - Implants,Supplies - Chargeable Medical
3110,1893,COOLING TOWERS 2-3 REPLACEMENT,A,CIP,Supplies - Implants
3220,884,Organ Acquisition Cost,Organ Acquisition Costs,Other Expenses,Supplies - Implants
2968,692,MATTRESS REPLACEMENT,7060,Other Expenses,Supplies - Implants
1177,544,Implants,PATIENT CHARGEABLE SUPPLIES,Supplies,Supplies - Implants
1157,1525,Implants,Supplies,Supplies,Supplies - Implants
1650,1733,IMPLANTS-BONE-TISSUE,SUPPLIES-SURGICAL,Supplies,Supplies - Implants
1650,1735,IMPLANTS-JOINTS,SUPPLIES-SURGICAL,Supplies,Supplies - Implants
1650,1736,IMPLANTS-KNEE HIP,SUPPLIES-SURGICAL,Supplies,Supplies - Implants
1650,3875,TOTAL JOINTS-OTHER IMPLANTS,SUPPLIES-SURGICAL,Supplies,Supplies - Implants
1650,3877,TOTAL HIP IMPLANTS,SUPPLIES-SURGICAL,Supplies,Supplies - Implants
2990,1743,Ortho Implant - Joints,EOSUPPMED,Supplies,Supplies - Implants
2993,2656,IMPLANTABLE DEFIBRILLATORS,APPLIANCES AND PROSTHETICS,Supplies,Supplies - Implants
2993,2661,PROSTHESIS IMPLANTABLE DEVICES,APPLIANCES AND PROSTHETICS,Supplies,Supplies - Implants
2993,2969,STENTS,MEDICAL SURGICAL SUPPLIES,Supplies,Supplies - Implants
3146,2665,Coronary Cath Guidewires,Cardiac,Supplies,Supplies - Implants
3146,2666,Coronary Balloons,Cardiac,Supplies,Supplies - Implants
3146,2667,Rings Valves,Cardiac,Supplies,Supplies - Implants
3196,557,SPINE,Not Specified,Supplies,Supplies - Implants
3210,137,PACEMAKER SUPPLIES,Supplies,Supplies,Supplies - Implants
1284,1723,Heart Valves,Medical Surgical Supplies,Supplies - Chargeable Medical,Supplies - Implants
1305,637,Bone Morphogenic Protein,SUPPLIES,Supplies - Chargeable Medical,Supplies - Implants
1305,638,Bone - Tissue,SUPPLIES,Supplies - Chargeable Medical,Supplies - Implants
1747,272,ORGAN PROCUREMENT,MEDICAL AND SURGICAL SUPPLIES,Supplies - Chargeable Medical,Supplies - Implants
2717,312,Organ Transportation,Medical Clinical Supplies,Supplies - Chargeable Medical,Supplies - Implants
2956,4120,Surgical Mesh Expense,Patient Supplies,Supplies - Chargeable Medical,Supplies - Implants
1170,1984,Medical Supplies - Transplant Organ Cost,Spectrum Financials,Supplies - Chargeable Medical,Supplies - Implants
3112,2167,SUPPLIES TISSUE HUMAN,SUPPLIES,Supplies - Chargeable Medical,Supplies - Implants
3120,159,Non-Implantable Prosthesis,Supplies,Supplies - Chargeable Medical,Supplies - Implants
3146,10911,Coronary Cath Guidewires - Medical Surgical Supplies,Cardiac,Supplies - Chargeable Medical,Supplies - Implants
3159,2615,BONE CEMENT,Supplies,Supplies - Chargeable Medical,Supplies - Implants
3165,3114,Stents-Billble Supplies,SUPPLIESSURG,Supplies - Chargeable Medical,Supplies - Implants
3175,4822,PROSTHESIS - BONE and TISSUE,NET INCOME,Supplies - Chargeable Medical,Supplies - Implants
3200,684,MED SUP,Not Specified,Supplies - Chargeable Medical,Supplies - Implants
3200,688,MED SUP- GYNE,Not Specified,Supplies - Chargeable Medical,Supplies - Implants
3113,70164,RIU NON INVASIVE CARDIAC PACEMAKERS,Expenses,Supplies - Chargeable Medical,Supplies - Implants
3105,7566,Med Sup-Metal - Wood,090 MED SUPP,Supplies - Medical,Supplies - Implants
1227,936,Med Supply-Pain Implants,Medical Supplies,Supplies - Medical,Supplies - Implants
2968,607,HEART VALVES,7050,Supplies - Medical,Supplies - Implants
2968,618,BONE-TISSUE,7050,Supplies - Medical,Supplies - Implants
3105,7557,Neuro Fixation,090 MED SUPP,Supplies - Implants,Supplies - Medical
3105,7582,AICD,090 MED SUPP,Supplies - Implants,Supplies - Medical
3230,133,SYNTHETIC BONE CEMNT,Patient service supplies,Supplies - Implants,Supplies - Medical
3230,136,NEURO STIMULATORS,Patient service supplies,Supplies - Implants,Supplies - Medical
3230,131,ORTHO IMPANT FRACT,Patient service supplies,Supplies - Implants,Supplies - Medical
3230,153,MEDICAL CLIPS,Patient service supplies,Supplies - Implants,Supplies - Medical
2989,843,Temporarily Restricted Gifts,Contributions,Contributions,Temporarily Restricted Net Assets
2992,65606,Contributions-General Contributions,Temporarily_Restricted,Contributions,Temporarily Restricted Net Assets
3222,81,TEMP RESTRICTED NONCAPITAL GIFTGRANTand CONT-UNDISTRIB,Not Specified,Contributions,Temporarily Restricted Net Assets
3222,256,TEMP RESTRICTED NONCAPITAL GIFTGRANTandCONTRIBUTION,Not Specified,Contributions,Temporarily Restricted Net Assets
1829,1370,GRANT LIABILITIES,,Other Current Liabilities,Temporarily Restricted Net Assets
2988,15055,CICIP,Liabilities,Other Current Liabilities,Temporarily Restricted Net Assets
3169,361,PSEandG GRANT,LIABILITIES,Other Current Liabilities,Temporarily Restricted Net Assets
3169,380,CENTOCOR GRANT,LIABILITIES,Other Current Liabilities,Temporarily Restricted Net Assets
3169,397,BENEFICIAL INTEREST IN FDN ASSETS,LIABILITIES,Other Current Liabilities,Temporarily Restricted Net Assets
3109,2010,CNTRBTN FUND BANK FEES,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3109,2292,CANCER RESEARCH FOUNDATION,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3109,2307,MOD FOUNDATION FUND (PTL),RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3109,2322,FUN RUN,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3109,2324,WISHBOOK DONATIONS,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3109,2326,MEDICAL LIBRARY ENDOWMENT FUND,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3109,2329,DIAMOND HILL FUND,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3109,2332,TRAUMA CAMPAIGN FUND,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3109,2338,EMPL. CONTRIBUTIONS,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3109,2341,LLLN COOPER-DROKE MRL SCHLRSHP,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3109,2365,LAW ENFORCEMNT OFFICER STDS and ED,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Temporarily Restricted Net Assets
3112,2744,CROGHAN INV TEMP RESTRICTED,RESTRICTED FUNDS,Other Noncurrent Assets,Temporarily Restricted Net Assets
3200,316,INT IN TEMP REST NA OF EF,Not Specified,Other Noncurrent Assets,Temporarily Restricted Net Assets
1975,935,DONATIONS RECD-REL BLDG PROJ,Unrestricted Income from Restricted Net Assets,Other Nonoperating Rev (Exp),Temporarily Restricted Net Assets
2036,336,TEMPORARILY RESTRICTED INCOME,OTHER REVENUE,Other Nonoperating Rev (Exp),Temporarily Restricted Net Assets
3133,616,800690-CLOSE TO TRUST-GRANT FUNDS,OTH NET EXP,Other Nonoperating Rev (Exp),Temporarily Restricted Net Assets
3154,228,FUND BALANCE CLOSE-OUT,,Other Nonoperating Rev (Exp),Temporarily Restricted Net Assets
3214,5563,GRANTS AWARDS - RESTRICTED,Not Specified,Other Nonoperating Rev (Exp),Temporarily Restricted Net Assets
2977,1438,MINORITY INTEREST,NET ASSETS,Long Term Liabilities,Unrestricted Net Assets
2977,1439,MINORITY INTEREST,NET ASSETS,Long Term Liabilities,Unrestricted Net Assets
3121,3022,(Gain)Loss On Redemption Debt,(( LAWSON - DO NOT USE )),Long Term Liabilities,Unrestricted Net Assets
3150,1245,COMMON STOCK,Not Specified,Long Term Liabilities,Unrestricted Net Assets
3167,1140,BHI Unrestricted Fund,Liability,Long Term Liabilities,Unrestricted Net Assets
3175,5773,OTHER LIABILITIES - MISC,LIABILITIES AND NET ASSETS,Long Term Liabilities,Unrestricted Net Assets
3179,3438,I-C: AFFINITY ASC,,Long Term Liabilities,Unrestricted Net Assets
3200,505,CAPITAL STOCK OUTSTANDING,Not Specified,Long Term Liabilities,Unrestricted Net Assets
3218,226,Due To Minority Partner,NO,Long Term Liabilities,Unrestricted Net Assets
2990,6463,Intercompany Noncontrolling Interest,NONCONTROLJV,Long Term Liabilities,Unrestricted Net Assets
3110,373,TAXI FUND,L,Other Current Liabilities,Unrestricted Net Assets
3121,8466,Transfer From Interest Fund,(( LAWSON - DO NOT USE )),Other Current Liabilities,Unrestricted Net Assets
3169,393,A. NG RESEARCH FUND,LIABILITIES,Other Current Liabilities,Unrestricted Net Assets
3177,383,ERROR SUSPENSE,,Other Current Liabilities,Unrestricted Net Assets
3177,384,GENERAL FUND BALANCE,,Other Current Liabilities,Unrestricted Net Assets
3177,386,FUND BAL-TEMPORARY FUND,,Other Current Liabilities,Unrestricted Net Assets
3196,758,FUND BALANCE INVESTED IN PLANT,Not Specified,Other Current Liabilities,Unrestricted Net Assets
3196,762,RESERVED FUND BALANCE (PLANT),Not Specified,Other Current Liabilities,Unrestricted Net Assets
3196,787,RESERVED FUND BALANCE (CURTIN),Not Specified,Other Current Liabilities,Unrestricted Net Assets
3196,789,RESTRICTED FOUNDATION FUND BAL,Not Specified,Other Current Liabilities,Unrestricted Net Assets
1975,17538,A MATTER OF BALANCE PROGRAM,,Other Current Liabilities,Unrestricted Net Assets
2053,373,Noncur Expense Paid In Advance,NONCURR_EXP_PAID,Other Noncurrent Assets,Unrestricted Net Assets
2962,626,EQUITY IN VA RECIPROCAL,143000,Other Noncurrent Assets,Unrestricted Net Assets
2995,6275,Net Assets of Foundation,Net Assets of Founda,Other Noncurrent Assets,Unrestricted Net Assets
3109,2311,EQUIPMENT FUND BAL,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Unrestricted Net Assets
3109,2313,MRL CHAPEL FUND BAL,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Unrestricted Net Assets
3109,2315,MISC. PROJECTS FUND BAL,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Unrestricted Net Assets
3109,2317,VOLUNTEERS FUND BAL,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Unrestricted Net Assets
3109,2342,NEONATAL ICU SUPPORT FUND BAL,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Unrestricted Net Assets
3109,2343,PHARMACY PROJECT FUND BAL,RESTRICTED FUND BALANCE,Other Noncurrent Assets,Unrestricted Net Assets
3121,2130,Invest Designted For Capital,(( LAWSON - DO NOT USE )),Other Noncurrent Assets,Unrestricted Net Assets
3150,384,PLEDGES GENERAL FUND,Not Specified,Other Noncurrent Assets,Unrestricted Net Assets
3157,20048,RICHARD LIEW SCHOLARSHIP FUND,Not Specified,Other Noncurrent Assets,Unrestricted Net Assets
3165,4582,DISB-North Ohio Heart Inc - Sushat B Sharma MD,NET ASSETS,Other Noncurrent Assets,Unrestricted Net Assets
3179,3118,INVESTMENT IN SUBS,1510,Other Noncurrent Assets,Unrestricted Net Assets
3192,990,Cancer Center M-R,,Other Noncurrent Assets,Unrestricted Net Assets
3220,2707,Noncontrolling Interest in Sub,Noncontrolling Interest in Sub,Other Noncurrent Assets,Unrestricted Net Assets
2719,1390,EQUITY BASALT,,Other Noncurrent Assets,Unrestricted Net Assets
